Service #,Service Name,Fund #,Fund,Fund- # & Name,Dept #,Dept Name,SubDept#,SubDept Name,Service Area,Type,Acct #,Acct Name,Acct Cat,AU All,budgetType,Amount,Year,PerCapita
197180,Medicare Advantage Plan,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45185,Employee Health Self Insurance,User Charges,197180-45185,adopted,-977153,2013,-1.947249169
197180,Medicare Advantage Plan,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197180-45186,adopted,-303290,2013,-0.6043896918
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,44611,Health Program-Administration,Federal & State Funds,210002-44611,adopted,-228797,2013,-0.4559416674
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210002-44613,adopted,0,2013,0
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210002-45350,adopted,-12725,2013,-0.02535810224
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,45399,Miscellaneous Service Fees,User Charges,210002-45399,adopted,-2000,2013,-0.003985556344
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,49309,Copies,Other,210002-49309,adopted,0,2013,0
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,49990,Miscellaneous,Other,210002-49990,adopted,0,2013,0
210105,AIDS-Federal,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210105-44129,adopted,-28000,2013,-0.05579778881
210110,AIDS-State,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44621,Health Program - Aids,Federal & State Funds,210110-44621,adopted,-25000,2013,-0.0498194543
210125,Case Management-Frail/Elderly,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44139,Federal Home & Community Care Block Grant,Federal & State Funds,210125-44139,adopted,-325000,2013,-0.6476529059
210125,Case Management-Frail/Elderly,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,49507,Community,Other,210125-49507,adopted,0,2013,0
210141,U Way Univ Newborn Home Visit,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,49511,United Way,Other,210141-49511,adopted,0,2013,0
210150,Child Care Nursing-Smart Start,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44664,Smart Start,Federal & State Funds,210150-44664,adopted,-438950,2013,-0.8747299786
210155,Child Fatality Prevention,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210155-44616,adopted,-4332,2013,-0.008632715041
210165,Communicable Disease Investgtn,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210165-44619,adopted,-15955,2013,-0.03179477573
210170,Community Alternatives Program,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210170-45302,adopted,0,2013,0
210170,Community Alternatives Program,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45308,Client Fees,User Charges,210170-45308,adopted,-932210,2013,-1.85768774
210175,Community Health Response Prog,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45304,Self Pay,User Charges,210175-45304,adopted,0,2013,0
210175,Community Health Response Prog,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45308,Client Fees,User Charges,210175-45308,adopted,-15000,2013,-0.02989167258
210185,Community Servs Coord-MedMax,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210185-45309,adopted,0,2013,0
210185,Community Servs Coord-MedMax,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210185-47101,adopted,0,2013,0
210190,Community Servcs Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44168,Department of Education,Federal & State Funds,210190-44168,adopted,-169324,2013,-0.3374251712
210190,Community Servcs Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210190-45302,adopted,0,2013,0
210190,Community Servcs Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45308,Client Fees,User Charges,210190-45308,adopted,-890725,2013,-1.775017337
210191,Care Coordination for Children,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210191-45302,adopted,0,2013,0
210225,HIV/STD Nontraditnl Test Sites,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210225-44129,adopted,-320000,2013,-0.637689015
210225,HIV/STD Nontraditnl Test Sites,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210225-44619,adopted,0,2013,0
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210235-44616,adopted,-35160,2013,-0.07006608052
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210235-45302,adopted,0,2013,0
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45308,Client Fees,User Charges,210235-45308,adopted,-1099224,2013,-2.190509593
210240,School Nursing,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210240-44616,adopted,-614180,2013,-1.223924498
210240,School Nursing,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,49465,Guilford County Schools Refund,Other,210240-49465,adopted,-292011,2013,-0.5819131468
210245,Smart Start Case Management,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44664,Smart Start,Federal & State Funds,210245-44664,adopted,-464219,2013,-0.9250854902
210251,Urban Oasis Grant,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210251-44101,adopted,0,2013,0
210252,Mobile Oasis Farmers Mrkt Grt,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210252-44101,adopted,0,2013,0
210255,Syphillis Elimination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210255-44129,adopted,-66840,2013,-0.133197293
210260,Tobacco Prevention,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44166,Health Program - Cancer,Federal & State Funds,210260-44166,adopted,-85000,2013,-0.1693861446
210281,Community Transformation,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44102,U S Dept. Health & Human Services,Federal & State Funds,210281-44102,adopted,-429146,2013,-0.8551927814
210282,Healthy Communities,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210282-44613,adopted,0,2013,0
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44670,General Assembly Appropriation,Federal & State Funds,210305-44670,adopted,-83890,2013,-0.1671741608
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210305-45350,adopted,0,2013,0
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49325,Books and Maps,Other,210305-49325,adopted,-2500,2013,-0.00498194543
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49507,Community,Other,210305-49507,adopted,0,2013,0
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49535,Moses Cone-Wesley Long Community Health Foundation,Other,210305-49535,adopted,0,2013,0
210320,Clinical Services-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210320-45309,adopted,-60000,2013,-0.1195666903
210320,Clinical Services-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210320-47101,adopted,-50000,2013,-0.0996389086
210325,Communicable Disease TB Fed,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44154,CDC-Tuberculosis Project,Federal & State Funds,210325-44154,adopted,-39133,2013,-0.0779833882
210330,Communicable Disease TB MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210330-45309,adopted,-7000,2013,-0.0139494472
210330,Communicable Disease TB MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210330-47101,adopted,-112405,2013,-0.2239982304
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44618,Health Program-Tuberculosis,Federal & State Funds,210335-44618,adopted,-80643,2013,-0.1607036101
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210335-45302,adopted,0,2013,0
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210335-45304,adopted,0,2013,0
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210335-45305,adopted,0,2013,0
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210335-45308,adopted,-28125,2013,-0.05604688608
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44682,Medical Evidence Fees,Federal & State Funds,210340-44682,adopted,0,2013,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210340-45302,adopted,0,2013,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45303,Medicare,User Charges,210340-45303,adopted,0,2013,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210340-45304,adopted,0,2013,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210340-45305,adopted,0,2013,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210340-45308,adopted,-391440,2013,-0.7800530876
210345,Community Social Work,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45399,Miscellaneous Service Fees,User Charges,210345-45399,adopted,-78683,2013,-0.1567977649
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210350-45302,adopted,0,2013,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210350-45304,adopted,0,2013,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210350-45305,adopted,0,2013,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210350-45308,adopted,-10735,2013,-0.02139247368
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44144,Family Planning,Federal & State Funds,210355-44144,adopted,-234185,2013,-0.4666787562
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210355-44616,adopted,-309484,2013,-0.6167329598
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44670,General Assembly Appropriation,Federal & State Funds,210355-44670,adopted,-1000,2013,-0.001992778172
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210355-45302,adopted,0,2013,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210355-45304,adopted,0,2013,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210355-45305,adopted,0,2013,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210355-45308,adopted,-648900,2013,-1.293113756
